,ID_Cliente,Idade,Qtd_Filhos,Rendimento_Anual,Anos_empregado,Tamanho_Familia,Tem_Carro,Tem_Casa_Propria,Tem_telefone_trabalho,Tem_telefone_fixo,Tem_email,Categoria_de_renda,Grau_Escolaridade,Estado_Civil,Moradia,Ocupacao,Mau
103,5009016,42.0,2,216000.0,8.5,4.0,0,1,0,0,1,Servidor publico,Ensino superior,Casado,Casa propria,Outros,0
104,5009018,42.0,2,216000.0,8.5,4.0,0,1,0,0,1,Servidor publico,Ensino superior,Casado,Casa propria,Outros,0
105,5009019,42.0,2,216000.0,8.5,4.0,0,1,0,0,1,Servidor publico,Ensino superior,Casado,Casa propria,Outros,0
106,5009020,42.0,2,216000.0,8.5,4.0,0,1,0,0,1,Servidor publico,Ensino superior,Casado,Casa propria,Outros,0
107,5009022,42.0,2,216000.0,8.5,4.0,0,1,0,0,1,Servidor publico,Ensino superior,Casado,Casa propria,Outros,0
108,5009023,42.0,2,216000.0,8.5,4.0,0,1,0,0,1,Servidor publico,Ensino superior,Casado,Casa propria,Outros,0
109,5009025,42.0,2,216000.0,8.5,4.0,0,1,0,0,1,Servidor publico,Ensino superior,Casado,Casa propria,Outros,0
110,5009027,54.0,0,270000.0,29.7,2.0,1,1,0,0,1,Associado comercial,Ensino medio,Casado,Casa propria,Construcao Civil,0
111,5112862,54.0,0,270000.0,29.7,2.0,1,1,0,0,1,Associado comercial,Ensino medio,Casado,Casa propria,Construcao Civil,0
112,5009029,40.0,0,225000.0,7.6,2.0,1,1,0,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Construcao Civil,0
113,5009031,29.0,0,315000.0,3.3,1.0,0,1,0,0,0,Empregado,Ensino medio,Solteiro,Casa propria,Contabilidade,0
114,5009032,29.0,0,315000.0,3.3,1.0,0,1,0,0,0,Empregado,Ensino medio,Solteiro,Casa propria,Contabilidade,0
115,5009033,51.0,0,255150.0,-1.0,2.0,0,0,0,0,0,Pensionista,Ensino superior incompleto,Uniao estavel,Alugado,Outros,0
116,5009034,51.0,0,255150.0,-1.0,2.0,0,0,0,0,0,Pensionista,Ensino superior incompleto,Uniao estavel,Alugado,Outros,0
117,5009036,51.0,0,255150.0,-1.0,2.0,0,0,0,0,0,Pensionista,Ensino superior incompleto,Uniao estavel,Alugado,Outros,0
118,5009037,51.0,0,255150.0,-1.0,2.0,0,0,0,0,0,Pensionista,Ensino superior incompleto,Uniao estavel,Alugado,Outros,0
119,5009038,51.0,0,255150.0,-1.0,2.0,0,0,0,0,0,Pensionista,Ensino superior incompleto,Uniao estavel,Alugado,Outros,0
120,5009042,48.0,0,148500.0,2.4,2.0,0,1,0,0,0,Empregado,Ensino superior,Casado,Casa propria,Equipe principal,0
121,5009043,48.0,0,148500.0,2.4,2.0,0,1,0,0,0,Empregado,Ensino superior,Casado,Casa propria,Equipe principal,0
122,5009044,48.0,0,148500.0,2.4,2.0,0,1,0,0,0,Empregado,Ensino superior,Casado,Casa propria,Equipe principal,0
123,5009045,48.0,0,148500.0,2.4,2.0,0,1,0,0,0,Empregado,Ensino superior,Casado,Casa propria,Equipe principal,0
124,5009050,30.0,2,202500.0,6.3,4.0,0,1,0,0,1,Empregado,Ensino superior,Casado,Casa propria,Equipe principal,0
125,5009051,30.0,2,202500.0,6.3,4.0,0,1,0,0,1,Empregado,Ensino superior,Casado,Casa propria,Equipe principal,0
126,5009052,30.0,2,202500.0,6.3,4.0,0,1,0,0,1,Empregado,Ensino superior,Casado,Casa propria,Equipe principal,0
127,5009053,30.0,2,202500.0,6.3,4.0,0,1,0,0,1,Empregado,Ensino superior,Casado,Casa propria,Equipe principal,0
128,5009055,30.0,2,202500.0,6.3,4.0,0,1,0,0,1,Empregado,Ensino superior,Casado,Casa propria,Equipe principal,0
129,5009062,29.0,0,315000.0,5.7,2.0,1,1,0,0,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Venda,0
130,5009063,29.0,0,315000.0,5.7,2.0,1,1,0,0,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Venda,0
131,5009066,29.0,0,315000.0,5.7,2.0,1,1,0,0,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Venda,0
132,5009068,29.0,0,315000.0,5.7,2.0,1,1,0,0,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Venda,0
133,5009069,29.0,0,315000.0,5.7,2.0,1,1,0,0,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Venda,0
134,5009070,29.0,0,315000.0,5.7,2.0,1,1,0,0,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Venda,0
135,5009071,28.0,0,270000.0,8.7,2.0,1,1,0,1,1,Associado comercial,Ensino superior incompleto,Uniao estavel,Habitacao publica,Alta tecnologia,0
136,5009072,28.0,0,270000.0,8.7,2.0,1,1,0,1,1,Associado comercial,Ensino superior incompleto,Uniao estavel,Habitacao publica,Alta tecnologia,0
137,5009074,49.0,1,450000.0,1.9,3.0,1,1,0,1,1,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
138,5009075,49.0,1,450000.0,1.9,3.0,1,1,0,1,1,Servidor publico,Ensino superior,Casado,Casa propria,Equipe principal,0
139,5009078,39.0,1,180000.0,3.5,3.0,0,1,0,0,0,Empregado,Ensino medio,Casado,Mora com os pais,Motorista,0
140,5009079,28.0,0,112500.0,8.7,2.0,0,1,0,0,1,Empregado,Ensino superior,Uniao estavel,Casa propria,Construcao Civil,0
141,5009080,28.0,0,112500.0,8.7,2.0,0,1,0,0,1,Empregado,Ensino superior,Uniao estavel,Casa propria,Construcao Civil,0
142,5009081,28.0,0,112500.0,8.7,2.0,0,1,0,0,1,Empregado,Ensino superior,Uniao estavel,Casa propria,Construcao Civil,0
143,5009083,56.0,0,90000.0,15.7,2.0,0,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Motorista,0
144,5009088,40.0,2,202500.0,8.2,4.0,1,0,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Construcao Civil,0
145,5009089,40.0,2,202500.0,8.2,4.0,1,0,0,0,0,Associado comercial,Ensino superior,Casado,Casa propria,Construcao Civil,0
146,5009090,35.0,0,247500.0,11.0,2.0,1,1,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Motorista,0
147,5009096,37.0,1,270000.0,12.0,3.0,0,1,0,0,1,Associado comercial,Ensino medio,Casado,Casa propria,Contabilidade,0
148,5009097,37.0,1,270000.0,12.0,3.0,0,1,0,0,1,Associado comercial,Ensino medio,Casado,Casa propria,Contabilidade,0
149,5009098,37.0,1,270000.0,12.0,3.0,0,1,0,0,1,Associado comercial,Ensino medio,Casado,Casa propria,Contabilidade,0
150,5009099,36.0,0,315000.0,1.5,1.0,0,1,0,0,0,Empregado,Ensino superior,Separado,Casa propria,Gerencia,0
151,5009100,36.0,0,315000.0,1.5,1.0,0,1,0,0,0,Empregado,Ensino superior,Separado,Casa propria,Gerencia,0
152,5009103,35.0,2,157500.0,11.1,4.0,1,1,0,1,0,Empregado,Ensino medio,Casado,Mora com os pais,Motorista,0
153,5009104,35.0,2,157500.0,11.1,4.0,1,1,0,1,0,Empregado,Ensino medio,Casado,Mora com os pais,Motorista,0
154,5009105,35.0,2,157500.0,11.1,4.0,1,1,0,1,0,Empregado,Ensino medio,Casado,Mora com os pais,Motorista,0
155,5009106,35.0,2,157500.0,11.1,4.0,1,1,0,1,0,Empregado,Ensino medio,Casado,Mora com os pais,Motorista,0
156,5112876,35.0,2,157500.0,11.1,4.0,1,1,0,1,0,Empregado,Ensino medio,Casado,Mora com os pais,Motorista,0
157,5009109,42.0,0,360000.0,7.5,2.0,0,1,0,0,0,Associado comercial,Ensino medio,Casado,Casa propria,Seguranca,0
158,5009116,43.0,0,157500.0,1.2,1.0,0,0,0,0,0,Associado comercial,Ensino superior,Separado,Mora com os pais,Outros,0
159,5009117,43.0,0,157500.0,1.2,1.0,0,0,0,0,0,Associado comercial,Ensino superior,Separado,Mora com os pais,Outros,0
160,5009118,43.0,0,157500.0,1.2,1.0,0,0,0,0,0,Associado comercial,Ensino superior,Separado,Mora com os pais,Outros,0
161,5009120,43.0,0,157500.0,1.2,1.0,0,0,0,0,0,Associado comercial,Ensino superior,Separado,Mora com os pais,Outros,0
162,5009122,43.0,0,157500.0,1.2,1.0,0,0,0,0,0,Associado comercial,Ensino superior,Separado,Mora com os pais,Outros,0
163,5009123,43.0,0,157500.0,1.2,1.0,0,0,0,0,0,Associado comercial,Ensino superior,Separado,Mora com os pais,Outros,0
164,5009124,43.0,0,157500.0,1.2,1.0,0,0,0,0,0,Associado comercial,Ensino superior,Separado,Mora com os pais,Outros,0
165,5009125,43.0,0,157500.0,1.2,1.0,0,0,0,0,0,Associado comercial,Ensino superior,Separado,Mora com os pais,Outros,0
166,5009126,43.0,0,157500.0,1.2,1.0,0,0,0,0,0,Associado comercial,Ensino superior,Separado,Mora com os pais,Outros,0
167,5009127,43.0,0,157500.0,1.2,1.0,0,0,0,0,0,Associado comercial,Ensino superior,Separado,Mora com os pais,Outros,0
168,5009128,43.0,0,157500.0,1.2,1.0,0,0,0,0,0,Associado comercial,Ensino superior,Separado,Mora com os pais,Outros,0
169,5009130,43.0,0,157500.0,1.2,1.0,0,0,0,0,0,Associado comercial,Ensino superior,Separado,Mora com os pais,Outros,0
170,5009131,43.0,0,157500.0,1.2,1.0,0,0,0,0,0,Associado comercial,Ensino superior,Separado,Mora com os pais,Outros,0
171,5009133,59.0,0,382500.0,-1.0,1.0,0,1,0,0,0,Pensionista,Ensino medio,Viuvo,Casa propria,Outros,0
172,5009134,59.0,0,382500.0,-1.0,1.0,0,1,0,0,0,Pensionista,Ensino medio,Viuvo,Casa propria,Outros,0
173,5009136,59.0,0,382500.0,-1.0,1.0,0,1,0,0,0,Pensionista,Ensino medio,Viuvo,Casa propria,Outros,0
174,5009138,59.0,0,382500.0,-1.0,1.0,0,1,0,0,0,Pensionista,Ensino medio,Viuvo,Casa propria,Outros,0
175,5009141,26.0,0,135000.0,4.3,2.0,0,0,1,1,0,Empregado,Ensino medio,Uniao estavel,Casa propria,Gerencia,0
176,5009145,43.0,0,315000.0,10.2,2.0,1,0,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Gerencia,0
177,5009146,43.0,0,315000.0,10.2,2.0,1,0,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Gerencia,0
178,5009147,43.0,0,315000.0,10.2,2.0,1,0,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Gerencia,0
179,5009150,43.0,0,315000.0,10.2,2.0,1,0,1,1,0,Empregado,Ensino superior,Casado,Casa propria,Gerencia,0
180,5009151,54.0,0,180000.0,7.9,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
181,5009152,54.0,0,180000.0,7.9,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
182,5009153,54.0,0,180000.0,7.9,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
183,5009154,54.0,0,180000.0,7.9,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
184,5009155,54.0,0,180000.0,7.9,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
185,5009156,54.0,0,180000.0,7.9,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
186,5009157,54.0,0,180000.0,7.9,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
187,5009158,54.0,0,180000.0,7.9,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
188,5009159,54.0,0,180000.0,7.9,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
189,5009160,54.0,0,180000.0,7.9,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
190,5009161,54.0,0,180000.0,7.9,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
191,5009162,54.0,0,180000.0,7.9,2.0,0,0,0,0,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
192,5009163,35.0,0,157500.0,8.7,2.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
193,5009164,35.0,0,157500.0,8.7,2.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
194,5009165,35.0,0,157500.0,8.7,2.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
195,5009166,35.0,0,157500.0,8.7,2.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
196,5009168,35.0,0,157500.0,8.7,2.0,0,0,0,1,0,Empregado,Ensino medio,Casado,Casa propria,Venda,0
197,5009170,63.0,0,144000.0,-1.0,2.0,1,0,0,1,1,Pensionista,Ensino medio,Casado,Casa propria,Outros,0
198,5009177,50.0,0,229500.0,3.4,2.0,1,0,0,0,0,Empregado,Ensino superior incompleto,Casado,Cooperativa habitacional,Construcao Civil,0
199,5009178,50.0,0,229500.0,3.4,2.0,1,0,0,0,0,Empregado,Ensino superior incompleto,Casado,Cooperativa habitacional,Construcao Civil,0
200,5009179,50.0,0,229500.0,3.4,2.0,1,0,0,0,0,Empregado,Ensino superior incompleto,Casado,Cooperativa habitacional,Construcao Civil,0
201,5009180,50.0,0,229500.0,3.4,2.0,1,0,0,0,0,Empregado,Ensino superior incompleto,Casado,Cooperativa habitacional,Construcao Civil,0
202,5009181,50.0,0,229500.0,3.4,2.0,1,0,0,0,0,Empregado,Ensino superior incompleto,Casado,Cooperativa habitacional,Construcao Civil,0
